MeterNo,SIP End Date and time,V,V,V,A,A,A,kWh Abs,kVArh+ Abs,kVArh- Abs,kVAh Abs,,DataStatus,Units
27299286,30-05-2023 04:00,241.8 V,244.22 V,244.49 V,0.13 A,0.13 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,30-05-2023 04:30,242.34 V,244.71 V,244.94 V,0.13 A,0.13 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,30-05-2023 05:00,242.07 V,244.66 V,245.05 V,0.13 A,0.13 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,30-05-2023 05:30,241.85 V,244.11 V,244.41 V,0.13 A,0.13 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,30-05-2023 06:00,241.35 V,243.46 V,243.58 V,1.13 A,1.27 A,1.19 A,0.04 kWh Abs,0.23 kVArh+ Abs,0.2 kVArh- Abs,0.17 kVAh Abs,0.235,1,2
27299286,30-05-2023 06:30,242.85 V,244.84 V,244.96 V,1.53 A,1.73 A,1.58 A,0.3 kWh Abs,0.5 kVArh+ Abs,0 kVArh- Abs,0.59 kVAh Abs,0.508,1,2
27299286,30-05-2023 07:00,241.81 V,244.26 V,244.17 V,2.16 A,2.33 A,2.15 A,0.65 kWh Abs,0.49 kVArh+ Abs,0 kVArh- Abs,0.81 kVAh Abs,0.802,1,2
27299286,30-05-2023 07:30,240.29 V,243.45 V,242.76 V,3.02 A,3.12 A,2.88 A,0.98 kWh Abs,0.47 kVArh+ Abs,0 kVArh- Abs,1.09 kVAh Abs,0.899,1,2
27299286,30-05-2023 08:00,238.29 V,241.54 V,240.27 V,3.73 A,3.82 A,3.57 A,1.25 kWh Abs,0.47 kVArh+ Abs,0 kVArh- Abs,1.34 kVAh Abs,0.933,1,2
27299286,30-05-2023 08:30,237.32 V,240.04 V,238.68 V,4.95 A,5.01 A,4.77 A,1.7 kWh Abs,0.45 kVArh+ Abs,0 kVArh- Abs,1.76 kVAh Abs,0.966,1,2
27299286,30-05-2023 09:00,234.85 V,237.93 V,236.66 V,6.63 A,6.7 A,6.44 A,2.3 kWh Abs,0.43 kVArh+ Abs,0 kVArh- Abs,2.34 kVAh Abs,0.983,1,2
27299286,30-05-2023 09:30,234.04 V,236.82 V,235.96 V,10.96 A,10.99 A,10.76 A,3.84 kWh Abs,0.38 kVArh+ Abs,0 kVArh- Abs,3.85 kVAh Abs,0.997,1,2
27299286,30-05-2023 10:00,231.15 V,233.34 V,233.3 V,14.61 A,14.64 A,14.4 A,5.07 kWh Abs,0.34 kVArh+ Abs,0 kVArh- Abs,5.08 kVAh Abs,0.998,1,2
27299286,30-05-2023 10:30,229.25 V,231.4 V,230.91 V,18.12 A,18.16 A,17.92 A,6.24 kWh Abs,0.31 kVArh+ Abs,0 kVArh- Abs,6.25 kVAh Abs,0.998,1,2
27299286,30-05-2023 11:00,227.96 V,229.95 V,229.18 V,20.44 A,20.5 A,20.24 A,7 kWh Abs,0.29 kVArh+ Abs,0 kVArh- Abs,7.01 kVAh Abs,0.999,1,2
27299286,30-05-2023 11:30,229.61 V,229.94 V,230.44 V,22.8 A,22.89 A,22.61 A,7.85 kWh Abs,0.28 kVArh+ Abs,0 kVArh- Abs,7.85 kVAh Abs,1,1,2
27299286,30-05-2023 12:00,231.36 V,230.86 V,231.71 V,22.58 A,22.69 A,22.42 A,7.83 kWh Abs,0.28 kVArh+ Abs,0 kVArh- Abs,7.84 kVAh Abs,0.999,1,2
27299286,30-05-2023 12:30,231.66 V,231.19 V,230.73 V,22.18 A,22.3 A,22.05 A,7.7 kWh Abs,0.3 kVArh+ Abs,0 kVArh- Abs,7.71 kVAh Abs,0.999,1,2
27299286,30-05-2023 13:00,231.53 V,231.31 V,230.45 V,18.21 A,18.31 A,18.08 A,6.31 kWh Abs,0.32 kVArh+ Abs,0 kVArh- Abs,6.33 kVAh Abs,0.997,1,2
27299286,30-05-2023 13:30,235.58 V,235.52 V,234.94 V,23.29 A,23.41 A,23.13 A,8.22 kWh Abs,0.29 kVArh+ Abs,0 kVArh- Abs,8.22 kVAh Abs,1,1,2
27299286,30-05-2023 14:00,235.5 V,234.87 V,234.23 V,21.29 A,21.39 A,21.14 A,7.49 kWh Abs,0.31 kVArh+ Abs,0 kVArh- Abs,7.5 kVAh Abs,0.999,1,2
27299286,30-05-2023 14:30,231.64 V,231.7 V,231.49 V,17.57 A,17.65 A,17.42 A,6.1 kWh Abs,0.33 kVArh+ Abs,0 kVArh- Abs,6.11 kVAh Abs,0.998,1,2
27299286,30-05-2023 15:00,231.27 V,230.82 V,231.25 V,16.59 A,16.68 A,16.44 A,5.74 kWh Abs,0.32 kVArh+ Abs,0 kVArh- Abs,5.75 kVAh Abs,0.998,1,2
27299286,30-05-2023 15:30,228.96 V,229.46 V,229.42 V,9.97 A,10.07 A,9.84 A,3.4 kWh Abs,0.39 kVArh+ Abs,0 kVArh- Abs,3.43 kVAh Abs,0.991,1,2
27299286,30-05-2023 16:00,229.53 V,229.61 V,230.14 V,9.78 A,9.88 A,9.64 A,3.35 kWh Abs,0.38 kVArh+ Abs,0 kVArh- Abs,3.37 kVAh Abs,0.994,1,2
27299286,30-05-2023 16:30,229.83 V,229.97 V,230.92 V,6.95 A,7.05 A,6.81 A,2.37 kWh Abs,0.41 kVArh+ Abs,0 kVArh- Abs,2.4 kVAh Abs,0.988,1,2
27299286,30-05-2023 17:00,229.63 V,230.36 V,230.72 V,4.58 A,4.67 A,4.44 A,1.51 kWh Abs,0.43 kVArh+ Abs,0 kVArh- Abs,1.58 kVAh Abs,0.956,1,2
27299286,30-05-2023 17:30,230.26 V,231.43 V,231.96 V,4.08 A,4.19 A,3.95 A,1.35 kWh Abs,0.43 kVArh+ Abs,0 kVArh- Abs,1.41 kVAh Abs,0.957,1,2
27299286,30-05-2023 18:00,230.89 V,232.52 V,233.07 V,2.57 A,2.7 A,2.5 A,0.78 kWh Abs,0.44 kVArh+ Abs,0 kVArh- Abs,0.91 kVAh Abs,0.857,1,2
27299286,30-05-2023 18:30,231.3 V,233.41 V,233.94 V,1.37 A,1.56 A,1.45 A,0.18 kWh Abs,0.37 kVArh+ Abs,0.09 kVArh- Abs,0.4 kVAh Abs,0.45,1,2
27299286,30-05-2023 19:00,233.18 V,235.72 V,235.99 V,1.02 A,1.13 A,1.05 A,0.04 kWh Abs,0.01 kVArh+ Abs,0.38 kVArh- Abs,0.03 kVAh Abs,-1,1,2
27299286,30-05-2023 19:30,234.43 V,237.19 V,236.98 V,0.6 A,0.67 A,0.62 A,0.02 kWh Abs,0 kVArh+ Abs,0.22 kVArh- Abs,0.03 kVAh Abs,-0.667,1,2
27299286,30-05-2023 20:00,233.69 V,236.86 V,236.77 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,30-05-2023 20:30,235.12 V,237.77 V,238.05 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,30-05-2023 21:00,235.53 V,238.1 V,238.56 V,0.13 A,0.13 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,30-05-2023 21:30,236.25 V,238.36 V,238.83 V,0.13 A,0.13 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,30-05-2023 22:00,236.12 V,238.06 V,238.43 V,0.13 A,0.13 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,30-05-2023 22:30,235.2 V,237.34 V,237.5 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,30-05-2023 23:00,233.82 V,235.76 V,236.08 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,30-05-2023 23:30,233.05 V,235.87 V,236.14 V,0.12 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,31-05-2023 00:00,233.44 V,237.08 V,237.14 V,0.13 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,31-05-2023 00:30,234.68 V,237.69 V,237.91 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,31-05-2023 01:00,235.76 V,238.44 V,238.83 V,0.13 A,0.13 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,31-05-2023 01:30,236.98 V,239.05 V,239.68 V,0.13 A,0.13 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,31-05-2023 02:00,237.69 V,239.98 V,240.47 V,0.13 A,0.13 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,31-05-2023 02:30,238.49 V,240.7 V,241.18 V,0.13 A,0.13 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,31-05-2023 03:00,238.72 V,240.59 V,241.4 V,0.13 A,0.13 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,31-05-2023 03:30,239.27 V,241.09 V,241.54 V,0.13 A,0.13 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,31-05-2023 04:00,239.91 V,241.71 V,242.12 V,0.13 A,0.13 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,31-05-2023 04:30,240.38 V,242.31 V,243.13 V,0.13 A,0.13 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,31-05-2023 05:00,240.74 V,242.36 V,243.3 V,0.13 A,0.13 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,31-05-2023 05:30,240.31 V,242.36 V,243.32 V,0.13 A,0.13 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,31-05-2023 06:00,240.1 V,242.1 V,243.05 V,1.23 A,1.4 A,1.33 A,0.11 kWh Abs,0.4 kVArh+ Abs,0.05 kVArh- Abs,0.29 kVAh Abs,0.379,1,2
27299286,31-05-2023 06:30,240.97 V,242.95 V,243.78 V,1.62 A,1.83 A,1.67 A,0.37 kWh Abs,0.5 kVArh+ Abs,0 kVArh- Abs,0.63 kVAh Abs,0.587,1,2
27299286,31-05-2023 07:00,241.29 V,242.81 V,243.63 V,1.34 A,1.53 A,1.46 A,0.15 kWh Abs,0.5 kVArh+ Abs,0 kVArh- Abs,0.53 kVAh Abs,0.283,1,2
27299286,31-05-2023 07:30,240.05 V,242.24 V,242.67 V,1.31 A,1.52 A,1.44 A,0.12 kWh Abs,0.5 kVArh+ Abs,0 kVArh- Abs,0.52 kVAh Abs,0.231,1,2
27299286,31-05-2023 08:00,238.94 V,241.26 V,241.53 V,3.44 A,3.6 A,3.34 A,1.13 kWh Abs,0.47 kVArh+ Abs,0 kVArh- Abs,1.24 kVAh Abs,0.911,1,2
27299286,31-05-2023 08:30,238.25 V,240.31 V,240.62 V,5.6 A,5.72 A,5.44 A,1.96 kWh Abs,0.45 kVArh+ Abs,0 kVArh- Abs,2.01 kVAh Abs,0.975,1,2
27299286,31-05-2023 09:00,235.36 V,238.06 V,238.7 V,7.57 A,7.69 A,7.41 A,2.65 kWh Abs,0.42 kVArh+ Abs,0 kVArh- Abs,2.7 kVAh Abs,0.981,1,2
27299286,31-05-2023 09:30,233.49 V,236.1 V,236.57 V,11.46 A,11.56 A,11.28 A,4.03 kWh Abs,0.38 kVArh+ Abs,0 kVArh- Abs,4.04 kVAh Abs,0.998,1,2
27299286,31-05-2023 10:00,231.35 V,233.48 V,233.92 V,15.43 A,15.52 A,15.25 A,5.37 kWh Abs,0.33 kVArh+ Abs,0 kVArh- Abs,5.38 kVAh Abs,0.998,1,2
27299286,31-05-2023 10:30,231.85 V,233.2 V,233.13 V,19.83 A,19.89 A,19.64 A,6.9 kWh Abs,0.31 kVArh+ Abs,0 kVArh- Abs,6.91 kVAh Abs,0.999,1,2
27299286,31-05-2023 11:00,232.99 V,234.42 V,232.89 V,23.19 A,23.26 A,23 A,8.1 kWh Abs,0.29 kVArh+ Abs,0 kVArh- Abs,8.11 kVAh Abs,0.999,1,2
27299286,31-05-2023 11:30,238.86 V,240.1 V,239.67 V,22.61 A,22.72 A,22.42 A,8.12 kWh Abs,0.31 kVArh+ Abs,0 kVArh- Abs,8.12 kVAh Abs,1,1,2
27299286,31-05-2023 12:00,238.32 V,239.22 V,238.7 V,18.52 A,18.64 A,18.36 A,6.64 kWh Abs,0.34 kVArh+ Abs,0 kVArh- Abs,6.65 kVAh Abs,0.998,1,2
27299286,31-05-2023 12:30,239.65 V,239.99 V,239.22 V,19.62 A,19.75 A,19.47 A,7.04 kWh Abs,0.34 kVArh+ Abs,0 kVArh- Abs,7.06 kVAh Abs,0.997,1,2
27299286,31-05-2023 13:00,241.2 V,241.26 V,240.56 V,22.61 A,22.73 A,22.43 A,8.17 kWh Abs,0.32 kVArh+ Abs,0 kVArh- Abs,8.18 kVAh Abs,0.999,1,2
27299286,31-05-2023 13:30,236.27 V,236.89 V,237.1 V,17.88 A,17.98 A,17.7 A,6.34 kWh Abs,0.34 kVArh+ Abs,0 kVArh- Abs,6.35 kVAh Abs,0.998,1,2
27299286,31-05-2023 14:00,234.4 V,234.29 V,234.59 V,16.98 A,17.07 A,16.82 A,5.96 kWh Abs,0.34 kVArh+ Abs,0 kVArh- Abs,5.98 kVAh Abs,0.997,1,2
27299286,31-05-2023 14:30,234.26 V,234.21 V,234.35 V,18.19 A,18.27 A,18.03 A,6.39 kWh Abs,0.32 kVArh+ Abs,0 kVArh- Abs,6.39 kVAh Abs,1,1,2
27299286,31-05-2023 15:00,233.91 V,233.95 V,234.21 V,17.38 A,17.45 A,17.21 A,6.08 kWh Abs,0.32 kVArh+ Abs,0 kVArh- Abs,6.1 kVAh Abs,0.997,1,2
27299286,31-05-2023 15:30,232.93 V,234.27 V,234.02 V,14.29 A,14.36 A,14.12 A,4.99 kWh Abs,0.36 kVArh+ Abs,0 kVArh- Abs,5.01 kVAh Abs,0.996,1,2
27299286,31-05-2023 16:00,233.2 V,233.6 V,233.83 V,10.71 A,10.8 A,10.57 A,3.73 kWh Abs,0.38 kVArh+ Abs,0 kVArh- Abs,3.75 kVAh Abs,0.995,1,2
27299286,31-05-2023 16:30,235.04 V,235.58 V,235.79 V,9.13 A,9.21 A,8.97 A,3.19 kWh Abs,0.4 kVArh+ Abs,0 kVArh- Abs,3.22 kVAh Abs,0.991,1,2
27299286,31-05-2023 17:00,235.48 V,236.74 V,236.86 V,6.06 A,6.15 A,5.92 A,2.08 kWh Abs,0.44 kVArh+ Abs,0 kVArh- Abs,2.15 kVAh Abs,0.967,1,2
27299286,31-05-2023 17:30,235.34 V,237.34 V,237.24 V,1.87 A,2.03 A,1.87 A,0.48 kWh Abs,0.47 kVArh+ Abs,0 kVArh- Abs,0.68 kVAh Abs,0.706,1,2
27299286,31-05-2023 18:00,236.66 V,237.86 V,238.27 V,2.52 A,2.67 A,2.46 A,0.77 kWh Abs,0.47 kVArh+ Abs,0 kVArh- Abs,0.91 kVAh Abs,0.846,1,2
27299286,31-05-2023 18:30,237.39 V,238.44 V,238.99 V,2:00 AM,2.18 A,2:00 AM,0.56 kWh Abs,0.48 kVArh+ Abs,0 kVArh- Abs,0.74 kVAh Abs,0.757,1,2
27299286,31-05-2023 19:00,237.23 V,238.45 V,239.02 V,1.44 A,1.62 A,1.51 A,0.24 kWh Abs,0.48 kVArh+ Abs,0 kVArh- Abs,0.55 kVAh Abs,0.436,1,2
27299286,31-05-2023 19:30,236.71 V,238.18 V,238.29 V,1.26 A,1.44 A,1.41 A,0.04 kWh Abs,0.22 kVArh+ Abs,0.28 kVArh- Abs,0.17 kVAh Abs,-0.235,1,2
27299286,31-05-2023 20:00,236.83 V,238.03 V,238.02 V,0.41 A,0.45 A,0.44 A,0.01 kWh Abs,0 kVArh+ Abs,0.15 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,31-05-2023 20:30,236.66 V,238.36 V,238.78 V,0.13 A,0.12 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,31-05-2023 21:00,237.72 V,238.75 V,239.62 V,0.13 A,0.13 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,31-05-2023 21:30,239.1 V,240.47 V,241.05 V,0.13 A,0.13 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,31-05-2023 22:00,238.65 V,240.87 V,241.34 V,0.13 A,0.13 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,31-05-2023 22:30,238.45 V,240.18 V,240.6 V,0.13 A,0.13 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,31-05-2023 23:00,238.4 V,240.13 V,240.16 V,0.13 A,0.13 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,31-05-2023 23:30,238.48 V,240.32 V,240.98 V,0.13 A,0.13 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.04 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,01-06-2023 00:00,238.44 V,240.97 V,241.61 V,0.13 A,0.13 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,01-06-2023 00:30,239.84 V,241.75 V,242.73 V,0.13 A,0.13 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,01-06-2023 01:00,240.54 V,242.02 V,242.85 V,0.13 A,0.13 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,01-06-2023 01:30,240.66 V,242.73 V,243.35 V,0.13 A,0.13 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,01-06-2023 02:00,240.67 V,243.34 V,243.93 V,0.13 A,0.13 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,01-06-2023 02:30,241.73 V,244.18 V,244.61 V,0.13 A,0.13 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,01-06-2023 03:00,242.54 V,244.46 V,244.99 V,0.13 A,0.13 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,01-06-2023 03:30,242.83 V,244.86 V,245.59 V,0.13 A,0.13 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,01-06-2023 04:00,243.39 V,245.15 V,245.78 V,0.13 A,0.13 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,01-06-2023 04:30,243.78 V,245.26 V,246.12 V,0.13 A,0.13 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,01-06-2023 05:00,243.77 V,245.11 V,246 V,0.13 A,0.13 A,0.13 A,0.01 kWh Abs,0 kVArh+ Abs,0.06 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,01-06-2023 05:30,243.57 V,245.16 V,245.84 V,0.13 A,0.13 A,0.13 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
27299286,01-06-2023 06:00,243.18 V,244.72 V,245.37 V,1.27 A,1.45 A,1.38 A,0.08 kWh Abs,0.4 kVArh+ Abs,0.08 kVArh- Abs,0.34 kVAh Abs,0.235,1,2
27299286,01-06-2023 06:30,243.98 V,245.49 V,246.04 V,1.24 A,1.42 A,1.31 A,0.26 kWh Abs,0.41 kVArh+ Abs,0 kVArh- Abs,0.49 kVAh Abs,0.531,1,2
27299286,01-06-2023 07:00,243.8 V,245.43 V,245.9 V,2.24 A,2.4 A,2.23 A,0.68 kWh Abs,0.49 kVArh+ Abs,0 kVArh- Abs,0.85 kVAh Abs,0.8,1,2
27299286,01-06-2023 07:30,242.19 V,243.49 V,244.1 V,3.19 A,3.3 A,3.08 A,1.07 kWh Abs,0.48 kVArh+ Abs,0 kVArh- Abs,1.16 kVAh Abs,0.922,1,2
27299286,01-06-2023 08:00,241.05 V,242.98 V,242.92 V,4.22 A,4.31 A,4.07 A,1.45 kWh Abs,0.46 kVArh+ Abs,0 kVArh- Abs,1.53 kVAh Abs,0.948,1,2
27299286,01-06-2023 08:30,239.93 V,242.4 V,241.51 V,6.76 A,6.83 A,6.6 A,2.39 kWh Abs,0.45 kVArh+ Abs,0 kVArh- Abs,2.44 kVAh Abs,0.98,1,2
27299286,01-06-2023 09:00,238.53 V,240.16 V,239.59 V,9.43 A,9.53 A,9.28 A,3.36 kWh Abs,0.42 kVArh+ Abs,0 kVArh- Abs,3.38 kVAh Abs,0.994,1,2
27299286,01-06-2023 09:30,235.57 V,237.33 V,237.64 V,6.13 A,6.24 A,6:00 AM,2.13 kWh Abs,0.43 kVArh+ Abs,0 kVArh- Abs,2.18 kVAh Abs,0.977,1,2
27299286,01-06-2023 10:00,233.29 V,234.78 V,235.33 V,5.12 A,5.26 A,5.03 A,1.76 kWh Abs,0.43 kVArh+ Abs,0 kVArh- Abs,1.81 kVAh Abs,0.972,1,2
27299286,01-06-2023 10:30,231.59 V,233.84 V,233.95 V,3.25 A,3.38 A,3.17 A,1.05 kWh Abs,0.44 kVArh+ Abs,0 kVArh- Abs,1.15 kVAh Abs,0.913,1,2
27299286,01-06-2023 11:00,232.45 V,234.15 V,233.5 V,4.4 A,4.52 A,4.3 A,1.47 kWh Abs,0.44 kVArh+ Abs,0 kVArh- Abs,1.54 kVAh Abs,0.955,1,2
27299286,01-06-2023 11:30,232.71 V,234.3 V,234.25 V,6.9 A,7.03 A,6.8 A,2.39 kWh Abs,0.42 kVArh+ Abs,0 kVArh- Abs,2.42 kVAh Abs,0.988,1,2
27299286,01-06-2023 12:00,233.55 V,234.62 V,233.79 V,11.55 A,11.65 A,11.43 A,4.04 kWh Abs,0.38 kVArh+ Abs,0 kVArh- Abs,4.07 kVAh Abs,0.993,1,2
27299286,01-06-2023 12:30,235.75 V,235.83 V,235.95 V,19.63 A,19.73 A,19.49 A,6.94 kWh Abs,0.33 kVArh+ Abs,0 kVArh- Abs,6.95 kVAh Abs,0.999,1,2
27299286,01-06-2023 13:00,237.02 V,236.52 V,237.29 V,25.1 A,25.2 A,24.95 A,8.91 kWh Abs,0.28 kVArh+ Abs,0 kVArh- Abs,8.91 kVAh Abs,1,1,2
27299286,01-06-2023 13:30,239.07 V,238.48 V,239.14 V,23.35 A,23.47 A,23.2 A,8.37 kWh Abs,0.31 kVArh+ Abs,0 kVArh- Abs,8.37 kVAh Abs,1,1,2
27299286,01-06-2023 14:00,237.78 V,237.38 V,238.21 V,21.78 A,21.91 A,21.64 A,7.76 kWh Abs,0.3 kVArh+ Abs,0 kVArh- Abs,7.77 kVAh Abs,0.999,1,2
27299286,01-06-2023 14:30,237.11 V,236.83 V,236.78 V,19.81 A,19.92 A,19.69 A,7.04 kWh Abs,0.32 kVArh+ Abs,0 kVArh- Abs,7.04 kVAh Abs,1,1,2
27299286,01-06-2023 15:00,235.87 V,235.83 V,236.07 V,16.06 A,16.16 A,15.93 A,5.67 kWh Abs,0.34 kVArh+ Abs,0 kVArh- Abs,5.69 kVAh Abs,0.996,1,2
27299286,01-06-2023 15:30,235.59 V,235.16 V,235.68 V,10.48 A,10.6 A,10.34 A,3.68 kWh Abs,0.39 kVArh+ Abs,0 kVArh- Abs,3.71 kVAh Abs,0.992,1,2
27299286,01-06-2023 16:00,234.36 V,234.96 V,235.22 V,10.28 A,10.39 A,10.15 A,3.61 kWh Abs,0.39 kVArh+ Abs,0 kVArh- Abs,3.62 kVAh Abs,0.997,1,2
27299286,01-06-2023 16:30,234.45 V,235.27 V,235.57 V,8.01 A,8.1 A,7.89 A,2.79 kWh Abs,0.4 kVArh+ Abs,0 kVArh- Abs,2.82 kVAh Abs,0.989,1,2
27299286,01-06-2023 17:00,234.54 V,234.92 V,235.63 V,5.84 A,5.96 A,5.73 A,2.02 kWh Abs,0.43 kVArh+ Abs,0 kVArh- Abs,2.07 kVAh Abs,0.976,1,2
27299286,01-06-2023 17:30,234.21 V,235.06 V,235.83 V,4.13 A,4.27 A,4.03 A,1.39 kWh Abs,0.44 kVArh+ Abs,0 kVArh- Abs,1.46 kVAh Abs,0.952,1,2
27299286,01-06-2023 18:00,232.49 V,233.99 V,234.13 V,3.1 A,3.25 A,3.02 A,1 kWh Abs,0.45 kVArh+ Abs,0 kVArh- Abs,1.1 kVAh Abs,0.909,1,2
27299286,01-06-2023 18:30,233.33 V,234.62 V,235.24 V,2.07 A,2.26 A,2.08 A,0.59 kWh Abs,0.46 kVArh+ Abs,0 kVArh- Abs,0.75 kVAh Abs,0.787,1,2
27299286,01-06-2023 19:00,233.27 V,234.96 V,235.4 V,1.4 A,1.59 A,1.48 A,0.22 kWh Abs,0.47 kVArh+ Abs,0 kVArh- Abs,0.52 kVAh Abs,0.423,1,2
27299286,01-06-2023 19:30,231.15 V,233.55 V,233.83 V,1.22 A,1.43 A,1.38 A,0.03 kWh Abs,0.17 kVArh+ Abs,0.31 kVArh- Abs,0.15 kVAh Abs,-0.2,1,2
27299286,01-06-2023 20:00,231.55 V,233.43 V,234.12 V,0.44 A,0.49 A,0.48 A,0.02 kWh Abs,0 kVArh+ Abs,0.16 kVArh- Abs,0.02 kVAh Abs,-1,1,2
27299286,01-06-2023 20:30,234.49 V,236.05 V,236.21 V,0.12 A,0.12 A,0.12 A,0.01 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0.01 kVAh Abs,-1,1,2
27299286,01-06-2023 21:00,234.01 V,236.5 V,236.45 V,0.13 A,0.12 A,0.12 A,0 kWh Abs,0 kVArh+ Abs,0.05 kVArh- Abs,0 kVAh Abs,-1,1,2
