timestamp,energy
2026-01-15 00:00:00,0.5357411587659894
2026-01-15 00:30:00,0.46049661399548525
2026-01-15 01:00:00,0.39051918735891644
2026-01-15 01:30:00,0.3521444695259593
2026-01-15 02:00:00,0.33634311512415344
2026-01-15 02:30:00,0.3145221971407073
2026-01-15 03:00:00,0.3145221971407073
2026-01-15 03:30:00,0.5139202407825433
2026-01-15 04:00:00,0.6064710308502633
2026-01-15 04:30:00,0.5906696764484574
2026-01-15 05:00:00,0.42814145974416845
2026-01-15 05:30:00,0.37321294206170047
2026-01-15 06:00:00,0.37622272385252065
2026-01-15 06:30:00,0.4266365688487584
2026-01-15 07:00:00,0.45297215951843484
2026-01-15 07:30:00,0.5056433408577877
2026-01-15 08:00:00,0.5854025583145221
2026-01-15 08:30:00,0.6373212942061699
2026-01-15 09:00:00,0.6651617757712565
2026-01-15 09:30:00,0.7659894657637321
2026-01-15 10:00:00,0.7705041384499622
2026-01-15 10:30:00,0.711813393528969
2026-01-15 11:00:00,0.7411587659894656
2026-01-15 11:30:00,0.7306245297215951
2026-01-15 12:00:00,0.32355154251316776
2026-01-15 12:30:00,0.0
2026-01-15 13:00:00,0.0
2026-01-15 13:30:00,0.0
2026-01-15 14:00:00,0.0
2026-01-15 14:30:00,0.0
2026-01-15 15:00:00,0.3596689240030097
2026-01-15 15:30:00,0.8465011286681714
2026-01-15 16:00:00,0.7072987208427388
2026-01-15 16:30:00,0.6704288939051918
2026-01-15 17:00:00,0.6531226486079759
2026-01-15 17:30:00,0.7140707298720842
2026-01-15 18:00:00,0.7103085026335589
2026-01-15 18:30:00,0.7103085026335589
2026-01-15 19:00:00,0.6523702031602708
2026-01-15 19:30:00,0.7035364936042137
2026-01-15 20:00:00,0.7155756207674943
2026-01-15 20:30:00,0.7103085026335589
2026-01-15 21:00:00,0.7509405568096312
2026-01-15 21:30:00,0.7434161023325808
2026-01-15 22:00:00,0.7434161023325808
2026-01-15 22:30:00,0.6975169300225733
2026-01-15 23:00:00,0.6659142212189615
2026-01-15 23:30:00,0.5673438675696011
2026-01-16 00:00:00,0.4988713318284424
2026-01-16 00:30:00,0.4695259593679458
2026-01-16 01:00:00,0.39127163280662147
2026-01-16 01:30:00,0.34988713318284415
2026-01-16 02:00:00,0.31000752445447705
2026-01-16 02:30:00,0.3145221971407072
2026-01-16 03:00:00,0.31226486079759214
2026-01-16 03:30:00,0.5274642588412339
2026-01-16 04:00:00,0.6072234762979682
2026-01-16 04:30:00,0.5936794582392775
2026-01-16 05:00:00,0.46425884123401046
2026-01-16 05:30:00,0.36568848758465006
2026-01-16 06:00:00,0.39127163280662147
2026-01-16 06:30:00,0.5274642588412339
2026-01-16 07:00:00,0.5748683220466515
